date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:07:50	87136/87136	---MCZ	200	added ('OK')	text/css	etag:W/%225acce291-15460%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/boosted-elements-progression/assets/css/frontend.min.css?ver=4.9.8	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/boosted-elements-progression/assets/css/frontend.min5010.css	(from https://poker.progressionstudios.com/)
16:07:51	10056/10056	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22573eaa90-2748%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://poker.progressionstudios.com/)
16:07:51	97184/97184	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225742c6ad-17ba0%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-includes/js/jquery/jqueryb8ff.js	(from https://poker.progressionstudios.com/)
16:07:52	908/908	---MCZ	200	added ('OK')	text/xml	date:Fri,%2019%20Oct%202018%2010:37:52%20GMT	https://poker.progressionstudios.com/xmlrpc.php?rsd	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/xmlrpc0db0.php	(from https://poker.progressionstudios.com/)
16:07:53	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a8c1b7-415%22	https://poker.progressionstudios.com/wp-includes/wlwmanifest.xml	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/wp-includes/wlwmanifest.xml	(from https://poker.progressionstudios.com/)
16:07:53	330937/330937	---MCZ	200	added ('OK')	application/json	date:Fri,%2019%20Oct%202018%2010:37:53%20GMT	https://poker.progressionstudios.com/wp-json/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/wp-json/index.html	(from https://poker.progressionstudios.com/)
16:07:53	2217/2217	---MCZ	200	added ('OK')	application/json	date:Fri,%2019%20Oct%202018%2010:37:53%20GMT	https://poker.progressionstudios.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpoker.progressionstudios.com%2F	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/wp-json/oembed/1.0/embed3d75.json	(from https://poker.progressionstudios.com/)
16:07:54	2315/2315	---MCZ	200	added ('OK')	text/xml	date:Fri,%2019%20Oct%202018%2010:37:54%20GMT	https://poker.progressionstudios.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpoker.progressionstudios.com%2F&format=xml	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/wp-json/oembed/1.0/embedfc13	(from https://poker.progressionstudios.com/)
16:07:54	5726/5726	---M--	200	added ('OK')	image/png	etag:%225a8b3c89-165e%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/images/logo.png	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/images/logo.png	(from https://poker.progressionstudios.com/)
16:07:56	88448/88448	---M--	200	added ('OK')	image/png	etag:%22597654b0-15980%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/uploads/2017/07/plker.png	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/uploads/2017/07/plker.png	(from https://poker.progressionstudios.com/)
16:07:56	100379/100379	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:37:55%20GMT	https://poker.progressionstudios.com/product/haway-tropical-room/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/product/haway-tropical-room/index.html	(from https://poker.progressionstudios.com/)
16:07:58	111068/111068	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:37:56%20GMT	https://poker.progressionstudios.com/home-version-2/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/home-version-2/index.html	(from https://poker.progressionstudios.com/)
16:07:58	119681/119681	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:37:55%20GMT	https://poker.progressionstudios.com/cart/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/cart/index.html	(from https://poker.progressionstudios.com/)
16:08:01	99133/99133	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:37:58%20GMT	https://poker.progressionstudios.com/about/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/about/index.html	(from https://poker.progressionstudios.com/)
16:08:01	90137/90137	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:37:59%20GMT	https://poker.progressionstudios.com/news/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/news/index.html	(from https://poker.progressionstudios.com/)
16:08:01	90746/90746	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:37:59%20GMT	https://poker.progressionstudios.com/product-category/rooms/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/product-category/rooms/index.html	(from https://poker.progressionstudios.com/)
16:08:04	95239/95239	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:38:02%20GMT	https://poker.progressionstudios.com/shop/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/shop/index.html	(from https://poker.progressionstudios.com/)
16:08:04	83003/83003	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:38:02%20GMT	https://poker.progressionstudios.com/my-account/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/my-account/index.html	(from https://poker.progressionstudios.com/)
16:08:04	63175/63175	---M--	200	added ('OK')	image/jpeg	date:Wed,%2017%20Oct%202018%2023:00:08%20GMT	http://scontent-ams3-1.cdninstagram.com/vp/671ea5132b9651682cf8933ea7e2b25a/5C4F6370/t51.2885-15/sh0.08/e35/c0.22.1080.1080/s640x640/41968402_2215927978729183_2403436936194796597_n.jpg	C:/Users/gurke/Desktop/poker/poker%20final/scontent-ams3-1.cdninstagram.com/vp/671ea5132b9651682cf8933ea7e2b25a/5C4F6370/t51.2885-15/sh0.08/e35/c0.22.1080.1080/s640x640/41968402_2215927978729183_2403436936194796597_n.jpg	(from https://poker.progressionstudios.com/)
16:08:08	39229/39229	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Oct%202018%2009:28:04%20GMT	http://scontent-ams3-1.cdninstagram.com/vp/6087eb4abef0e1c5e503df055ca2b9e2/5C53C62C/t51.2885-15/e15/c139.0.442.442/42698927_2147979135452546_7732679073060395455_n.jpg	C:/Users/gurke/Desktop/poker/poker%20final/scontent-ams3-1.cdninstagram.com/vp/6087eb4abef0e1c5e503df055ca2b9e2/5C53C62C/t51.2885-15/e15/c139.0.442.442/42698927_2147979135452546_7732679073060395455_n.jpg	(from https://poker.progressionstudios.com/)
16:08:09	113214/113214	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Oct%202018%2010:38:05%20GMT	https://poker.progressionstudios.com/contact/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/contact/index.html	(from https://poker.progressionstudios.com/)
16:08:16	134099/134099	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Oct%202018%2010:17:05%20GMT	http://scontent-ams3-1.cdninstagram.com/vp/d69d1e570039af360279d11fbd68b89c/5C5C4FE1/t51.2885-15/sh0.08/e35/s640x640/43914977_711619315870993_2143609978468527007_n.jpg	C:/Users/gurke/Desktop/poker/poker%20final/scontent-ams3-1.cdninstagram.com/vp/d69d1e570039af360279d11fbd68b89c/5C5C4FE1/t51.2885-15/sh0.08/e35/s640x640/43914977_711619315870993_2143609978468527007_n.jpg	(from https://poker.progressionstudios.com/)
16:08:16	49120/49120	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Oct%202018%2023:00:07%20GMT	http://scontent-ams3-1.cdninstagram.com/vp/8704b0c500272e0544f236a93a34d5be/5C666637/t51.2885-15/e15/s640x640/41848144_784017608607694_621242818220739658_n.jpg	C:/Users/gurke/Desktop/poker/poker%20final/scontent-ams3-1.cdninstagram.com/vp/8704b0c500272e0544f236a93a34d5be/5C666637/t51.2885-15/e15/s640x640/41848144_784017608607694_621242818220739658_n.jpg	(from https://poker.progressionstudios.com/)
16:08:18	102866/102866	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Oct%202018%2004:30:06%20GMT	http://scontent-ams3-1.cdninstagram.com/vp/e43527d48b5dc2deb09bae3b44e48d69/5C4E3F45/t51.2885-15/sh0.08/e35/s640x640/42915844_271690463676510_481474469532076271_n.jpg	C:/Users/gurke/Desktop/poker/poker%20final/scontent-ams3-1.cdninstagram.com/vp/e43527d48b5dc2deb09bae3b44e48d69/5C4E3F45/t51.2885-15/sh0.08/e35/s640x640/42915844_271690463676510_481474469532076271_n.jpg	(from https://poker.progressionstudios.com/)
16:08:19	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2019%20Oct%202018%2010:38:05%20GMT	https://poker.progressionstudios.com/checkout/	C:/Users/gurke/Desktop/poker/poker%20final/poker.progressionstudios.com/checkout/index.html	(from https://poker.progressionstudios.com/)
16:08:21	14585/14585	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b57a2a4-38f9%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.0.3	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/contact-form-7/includes/js/scriptsaead.js	(from https://poker.progressionstudios.com/)
16:08:22	117725/117725	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Oct%202018%2007:00:09%20GMT	http://scontent-ams3-1.cdninstagram.com/vp/21e492b2ec42e351d2e23a0f67c9027c/5C426129/t51.2885-15/sh0.08/e35/s640x640/42650132_2214034422213296_9056911195141696559_n.jpg	C:/Users/gurke/Desktop/poker/poker%20final/scontent-ams3-1.cdninstagram.com/vp/21e492b2ec42e351d2e23a0f67c9027c/5C426129/t51.2885-15/sh0.08/e35/s640x640/42650132_2214034422213296_9056911195141696559_n.jpg	(from https://poker.progressionstudios.com/)
16:08:22	2650/2650	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b3ce06c-a5a%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.4.3	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mincd45.js	(from https://poker.progressionstudios.com/)
16:08:23	1846/1846	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b3ce06c-736%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from https://poker.progressionstudios.com/)
16:08:23	1518/1518	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b3ce06c-5ee%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=3.4.3	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mincd45.js	(from https://poker.progressionstudios.com/)
16:08:24	2568/2568	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b3ce06c-a08%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=3.4.3	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.mincd45.js	(from https://poker.progressionstudios.com/)
16:08:24	67517/67517	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a8b3c8b-107bd%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/js/plugins.js?ver=20120206	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/js/plugins11a8.js	(from https://poker.progressionstudios.com/)
16:08:24	8731/8731	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225a8b3c8a-221b%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/js/script.js?ver=20120206	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/js/script11a8.js	(from https://poker.progressionstudios.com/)
16:08:24	1398/1398	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2258359bd9-576%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-includes/js/wp-embed.min.js?ver=4.9.8	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-includes/js/wp-embed.min5010.js	(from https://poker.progressionstudios.com/)
16:08:25	57679/57679	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225acce291-e14f%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/boosted-elements-progression/assets/js/video-backgrounds.js?ver=1.0	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/boosted-elements-progression/assets/js/video-backgrounds5152.js	(from https://poker.progressionstudios.com/)
16:08:25	23043/23043	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225acce291-5a03%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/boosted-elements-progression/assets/js/prettyPhoto.js?ver=1.0	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/boosted-elements-progression/assets/js/prettyPhoto5152.js	(from https://poker.progressionstudios.com/)
16:08:25	3380/3380	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225acce291-d34%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/boosted-elements-progression/assets/js/jquery.matchHeight-min.js?ver=1.0	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/boosted-elements-progression/assets/js/jquery.matchHeight-min5152.js	(from https://poker.progressionstudios.com/)
16:08:25	6527/6527	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22581acdd2-197f%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-includes/js/jquery/ui/position.mine899.js	(from https://poker.progressionstudios.com/)
16:08:26	10045/10045	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b57a2a6-273d%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.4.1	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina94e.js	(from https://poker.progressionstudios.com/)
16:08:26	12198/12198	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b57a2a5-2fa6%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://poker.progressionstudios.com/)
16:08:26	122735/122735	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b57a2a5-1df6f%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.jquery.min.js?ver=4.4.3	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.jquery.mincb20.js	(from https://poker.progressionstudios.com/)
16:08:26	37057/37057	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225b57a2a6-90c1%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=2.1.4	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/elementor/assets/js/frontend.min6b25.js	(from https://poker.progressionstudios.com/)
16:08:27	3815/3815	---M--	200	added ('OK')	application/javascript	etag:%225b646c42-ee7%22	http://secure.gaug.es/track.js	C:/Users/gurke/Desktop/poker/poker%20final/secure.gaug.es/track.js	(from https://poker.progressionstudios.com/)
16:08:27	847/847	---M--	200	added ('OK')	image/gif	etag:%225b57a2a4-34f%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.0.3)
16:08:29	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225a8bb8a3-e538%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/inc/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/inc/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.eot	(from https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/style.css?ver=4.9.8)
16:08:30	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225a8bb8a3-e538%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/inc/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.eot?	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/inc/pe-icon-7-stroke/fonts/Pe-icon-7-stroked41d.eot	(from https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/style.css?ver=4.9.8)
16:08:31	58556/58556	---M--	200	added ('OK')	application/font-woff	etag:%225a8bb8a3-e4bc%22	https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/inc/pe-icon-7-stroke/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/Users/gurke/Desktop/poker/poker%20final/j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/inc/pe-icon-7-stroke/fonts/Pe-icon-7-strokebb1d.woff	(from https://j66qd6zg9dfgyt4c-zippykid.netdna-ssl.com/wp-content/themes/poker-dice-progression/style.css?ver=4.9.8)
